[header]
width=32
height=24
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=C:/Users/Mathis/Desktop/32x32_map_tile v3.1 [MARGINLESS].png,32,32,0,0

[layer]
type=Calque de Tile 1
data=
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
487,487,487,487,487,487,444,445,446,487,487,487,487,487,487,487,487,487,487,444,445,446,487,487,487,487,487,487,487,487,487,487,
487,487,487,487,487,487,467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,487,487,487,487,487,487,487,
487,487,487,487,487,487,490,491,492,487,487,487,487,487,487,487,487,487,487,490,491,492,487,487,487,487,487,487,487,487,487,487,
444,445,446,487,487,487,487,487,487,487,487,487,487,444,445,446,487,487,487,487,487,487,487,487,487,487,444,445,446,487,487,487,
467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,
467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,
467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,
467,143,469,487,487,487,444,445,446,487,487,487,487,490,491,492,487,487,487,444,445,446,487,487,487,487,490,491,492,487,487,487,
467,143,469,487,487,487,467,143,469,487,487,487,487,487,487,487,487,487,487,467,143,469,487,487,487,487,487,487,487,487,487,487,
490,491,492,487,487,487,490,491,492,487,487,487,487,487,487,487,487,487,487,490,491,492,487,487,487,487,487,487,487,487,487,487,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74

