[header]
width=32
height=24
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=C:/Users/Mathis/Desktop/32x32_map_tile v3.1 [MARGINLESS].png,32,32,0,0

[layer]
type=Calque de Tile 1
data=
444,446,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,444,446,487,487,487,487,487,487,
467,533,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,467,533,487,487,487,487,487,487,
467,556,445,445,557,557,445,445,557,557,445,445,557,557,445,445,557,557,445,445,557,446,487,487,467,556,557,557,557,446,487,487,
467,510,511,511,512,510,511,511,512,510,511,511,511,511,511,511,512,510,511,511,512,533,487,487,467,510,491,491,512,533,487,487,
467,489,487,487,467,533,487,487,467,533,487,487,487,487,487,487,467,533,487,487,467,533,487,487,487,487,487,487,467,533,487,487,
467,533,487,487,467,533,487,487,467,533,487,487,487,487,487,487,490,492,487,487,467,533,487,487,487,487,487,487,467,533,487,487,
467,469,487,487,467,469,487,487,467,556,445,445,557,446,487,487,487,487,487,487,467,469,487,487,444,446,487,487,467,533,487,487,
467,469,487,487,467,469,487,487,490,511,511,511,512,469,487,487,487,487,487,487,490,492,487,487,467,469,487,487,467,533,487,487,
467,469,487,487,467,469,487,487,487,487,487,487,467,469,487,487,444,446,487,487,487,487,487,487,467,469,487,487,467,533,487,487,
467,469,487,487,467,469,487,487,487,487,487,487,467,556,445,445,558,469,487,487,487,487,487,487,490,492,487,487,467,533,487,487,
467,469,487,487,467,556,445,445,557,446,487,487,490,511,511,511,512,469,487,487,444,446,487,487,487,487,487,487,490,492,487,487,
467,469,487,487,467,510,511,511,512,469,487,487,487,487,487,487,490,492,487,487,467,469,487,487,487,487,487,487,487,487,487,487,
467,469,487,487,467,469,487,487,467,469,487,487,487,487,487,487,487,487,487,487,467,469,487,487,444,446,487,487,487,487,487,487,
467,469,487,487,467,469,487,487,467,556,445,445,557,446,487,487,487,487,487,487,467,556,445,445,558,469,487,487,444,446,487,487,
467,469,487,487,467,469,487,487,490,511,511,511,512,469,487,487,444,446,487,487,467,510,511,511,512,469,487,487,467,533,487,487,
467,469,487,487,467,469,487,487,487,487,487,487,467,469,487,487,467,556,445,445,558,469,487,487,490,492,487,487,467,533,487,487,
467,469,487,487,467,469,487,487,487,487,487,487,467,556,445,445,558,510,511,511,512,469,487,487,487,487,487,487,467,533,487,487,
467,533,487,487,467,533,487,487,444,446,487,487,490,511,511,511,512,533,487,487,490,492,487,487,487,487,487,487,467,533,487,487,
467,533,487,487,467,556,445,445,558,533,487,487,487,487,487,487,467,533,487,487,487,487,487,487,444,446,487,487,467,533,487,487,
467,533,487,487,467,510,511,511,512,533,487,487,487,487,487,487,467,533,487,487,487,487,487,487,467,533,487,487,467,533,487,487,
467,533,487,487,467,533,487,487,467,533,487,487,444,446,487,487,490,492,487,487,444,446,487,487,467,533,487,487,467,533,487,487,
467,533,487,487,490,492,487,487,490,492,487,487,490,492,487,487,487,487,487,487,467,533,487,487,467,533,487,487,490,492,487,487,
467,533,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,467,533,487,487,467,533,487,487,487,487,487,487,
467,533,487,487,487,487,487,487,487,487,487,487,487,487,487,487,444,446,487,487,467,533,487,487,467,533,487,487,487,487,487,487

